Zone,Area,SubArea,Pole,PoleType,Pole Status,Meter Type,Latitude,Longitude,RFID,RFID Match,Terminal,Location,Set F/W Version,Reported F/W Version,Set IO F/W Version,Reported IO F/W Version,Config ID,Config. Name,Collection Route,Collection Sub Route,Original Meter  Install Date,Terminal Install Date,Street Side,Street Direction,Street Address,Dome Colour,Block Number,Enforcement Route,Maintenance Route,Carrier,Warranty Expiry
San Pablo,SP EX SOUTH,2400 SAN PABLO AVE,SPL2434,,Active,MK5,37.861693000,-122.289918000,E00700001B3A59D2,Yes,0338306,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,06/06/2013,11/17/2021,,,2400 SAN PABLO AVE,,,,,Verizon4G,02/03/2022
San Pablo,SP EX SOUTH,2400 SAN PABLO AVE,SPL2440,,Active,MK5,37.861516000,-122.289829000,E00700001B3A59D3,Yes,0504519,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,06/06/2013,10/15/2021,,,2400 SAN PABLO AVE,,,,,Verizon4G,01/05/2022
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2508,,Active,MK5,37.860672000,-122.289572000,E00700001B3A59E5,Yes,0343948,Assigned to pole,52.79.8,52.79.8,,,50234,M5 GB San Pablo South / 2 Hr / COVID-19 / $1.00/hr,,,06/06/2013,07/06/2022,,,2500 SAN PABLO AVE,,,,,Verizon4G,06/02/2022
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2510,,Active,MK5,37.860615000,-122.289558000,E00700001B3A58FA,Yes,0371579,Assigned to pole,52.79.8,52.79.8,,,50234,M5 GB San Pablo South / 2 Hr / COVID-19 / $1.00/hr,,,06/06/2013,01/27/2022,,,2500 SAN PABLO AVE,,,,,Verizon4G,04/24/2022
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2512,,Active,MK5,37.860568000,-122.289541000,E00700001B3A5810,Yes,0358668,Assigned to pole,52.79.8,52.79.8,,,50234,M5 GB San Pablo South / 2 Hr / COVID-19 / $1.00/hr,,,06/06/2013,06/29/2021,,,2500 SAN PABLO AVE,,,,,Verizon4G,09/21/2021
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2514,,Active,MK5,37.860517000,-122.289534000,E00700001B3A58EC,Yes,0384300,Assigned to pole,52.79.8,52.79.8,,,50234,M5 GB San Pablo South / 2 Hr / COVID-19 / $1.00/hr,,,06/06/2013,01/27/2022,,,2500 SAN PABLO AVE,,,,,Verizon4G,04/24/2022
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2516,,Active,MK5,37.860465000,-122.289513000,E00700001B3A5911,Yes,0391009,Assigned to pole,52.79.8,52.79.8,,,50234,M5 GB San Pablo South / 2 Hr / COVID-19 / $1.00/hr,,,06/06/2013,10/06/2021,,,2500 SAN PABLO AVE,,,,,Verizon4G,12/19/2021
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2518,,Active,MK5,37.860423000,-122.289503000,E00700001B3A591C,Yes,0352068,Assigned to pole,52.79.8,52.79.8,,,50234,M5 GB San Pablo South / 2 Hr / COVID-19 / $1.00/hr,,,06/06/2013,01/27/2022,,,2500 SAN PABLO AVE,,,,,Verizon4G,04/24/2022
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2520,,Active,MK5,37.860379000,-122.289486000,E00700001B3A58F7,Yes,0345304,Assigned to pole,52.79.8,52.79.8,,,50234,M5 GB San Pablo South / 2 Hr / COVID-19 / $1.00/hr,,,06/06/2013,01/27/2022,,,2500 SAN PABLO AVE,,,,,Verizon4G,04/24/2022
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2522,,Active,MK5,37.860330000,-122.289476000,E00700001B3A58A4,Yes,0386108,Assigned to pole,52.79.8,52.79.8,,,50234,M5 GB San Pablo South / 2 Hr / COVID-19 / $1.00/hr,,,06/06/2013,10/18/2021,,,2500 SAN PABLO AVE,,,,,Verizon4G,01/05/2022
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2524,,Active,MK5,37.860269000,-122.289462000,E00700001B3A58A6,Yes,0335077,Assigned to pole,52.79.8,52.79.8,,,50234,M5 GB San Pablo South / 2 Hr / COVID-19 / $1.00/hr,,,06/06/2013,07/20/2021,,,2500 SAN PABLO AVE,,,,,Verizon4G,10/12/2021
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2536,,Active,MK5,37.859912000,-122.289350000,E00700001B3A5C7B,Yes,0440833,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,06/06/2013,07/23/2019,,,2500 SAN PABLO AVE,,,,,Verizon4G,06/18/2020
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2538,,Active,MK5,37.859855000,-122.289327000,E00700001B3A58AB,Yes,0371185,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,06/06/2013,10/06/2021,,,2500 SAN PABLO AVE,,,,,Verizon4G,12/19/2021
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2540,,Active,MK5,37.859797000,-122.289306000,E00700001B3A58AC,Yes,0328345,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,06/06/2013,10/06/2021,,,2500 SAN PABLO AVE,,,,,Verizon4G,12/19/2021
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2542,,Active,MK5,37.859745000,-122.289292000,E00700001B3A58AD,Yes,0348775,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,06/06/2013,10/06/2021,,,2500 SAN PABLO AVE,,,,,Verizon4G,12/19/2021
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2544,,Active,MK5,37.859680000,-122.289266000,E00700001B3A58AE,Yes,0389518,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,06/06/2013,10/06/2021,,,2500 SAN PABLO AVE,,,,,Verizon4G,12/19/2021
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2546,,Active,MK5,37.859607000,-122.289241000,E00700001B3A58AF,Yes,0369951,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,06/06/2013,09/18/2023,,,2500 SAN PABLO AVE,,,,,Verizon4G,04/24/2022
San Pablo,SP EX SOUTH,2500 SAN PABLO AVE,SPL2548,,Active,MK5,37.859544000,-122.289224000,E00700001B3A58B0,Yes,0361009,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,06/06/2013,10/06/2021,,,2500 SAN PABLO AVE,,,,,Verizon4G,12/19/2021
San Pablo,SP EX SOUTH,2600 SAN PABLO AVE,SPL2603,,Active,MK5,37.859166000,-122.288808000,E007000015FBD948,Yes,0484602,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,02/03/2022,,,2600 SAN PABLO AVE,,,,,Verizon4G,04/08/2023
San Pablo,SP EX SOUTH,2600 SAN PABLO AVE,SPL2605,,Active,MK5,37.859176000,-122.288786000,E007000020887517,Yes,0339294,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,07/01/2021,,,2600 SAN PABLO AVE,,,,,Verizon4G,09/21/2021
San Pablo,SP EX SOUTH,2600 SAN PABLO AVE,SPL2608,Single Space,Active,MK5,37.870154000,-122.271231000,E00700001B3A58F4,Yes,0252086,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,04/16/2021,04/16/2021,,,,,,,,Verizon4G,07/06/2021
San Pablo,SP EX SOUTH,2600 SAN PABLO AVE,SPL2610,Single Space,Active,MK5,37.870154000,-122.271231000,E00700001B3A591F,Yes,0442189,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,04/16/2021,04/16/2021,,,,,,,,Verizon4G,06/18/2020
San Pablo,SP EX SOUTH,2600 SAN PABLO AVE,SPL2612,Single Space,Active,MK5,37.870154000,-122.271231000,E00700001B3A591A,Yes,0491213,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,04/16/2021,04/16/2021,,,,,,,,Verizon4G,07/06/2021
San Pablo,SP EX SOUTH,2600 SAN PABLO AVE,SPL2613,,Active,MK5,37.859095000,-122.288768000,E0070000163C8F45,Yes,0495274,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,07/01/2021,,,2600 SAN PABLO AVE,,,,,Verizon4G,09/21/2021
San Pablo,SP EX SOUTH,2600 SAN PABLO AVE,SPL2614,Single Space,Active,MK5,37.870154000,-122.271231000,E00700001B3A5952,Yes,0275560,Assigned to pole,52.79.5,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,04/16/2021,04/16/2021,,,,,,,,Verizon4G,07/06/2021
San Pablo,SP EX SOUTH,2600 SAN PABLO AVE,SPL2615,,Active,MK5,37.858972000,-122.288729000,E0070000208876F3,Yes,0439526,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,05/28/2019,,,2600 SAN PABLO AVE,,,,,Verizon4G,06/18/2020
San Pablo,SP EX SOUTH,2600 SAN PABLO AVE,SPL2616,Single Space,Active,MK5,37.858781000,-122.288993000,E00700001B3A591D,Yes,0353330,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,04/16/2021,,,2600 SAN PABLO AVE,,,,,Verizon4G,09/20/2018
San Pablo,SP EX SOUTH,2600 SAN PABLO AVE,SPL2617,,Active,MK5,37.858876000,-122.288701000,E007000020887587,Yes,0358279,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,07/01/2021,,,2600 SAN PABLO AVE,,,,,Verizon4G,09/21/2021
San Pablo,SP EX SOUTH,2600 SAN PABLO AVE,SPL2619,,Active,MK5,37.858795000,-122.288675000,E007000020887583,Yes,0335310,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,07/01/2021,,,2600 SAN PABLO AVE,,,,,Verizon4G,09/21/2021
San Pablo,SP EX SOUTH,2600 SAN PABLO AVE,SPL2621,,Active,MK5,37.858717000,-122.288648000,E007000020887586,Yes,0362609,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,07/01/2021,,,2600 SAN PABLO AVE,,,,,Verizon4G,09/21/2021
San Pablo,SP EX SOUTH,2600 SAN PABLO AVE,SPL2641,,Active,MK5,37.858003000,-122.288443000,E007000020887581,Yes,0274473,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,04/26/2021,,,2600 SAN PABLO AVE,,,,,Verizon4G,07/06/2021
San Pablo,SP EX SOUTH,2600 SAN PABLO AVE,SPL2645,,Active,MK5,37.857913000,-122.288412000,E0070000208875CE,Yes,0441997,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,07/23/2019,,,2600 SAN PABLO AVE,,,,,Verizon4G,06/18/2020
San Pablo,SP EX SOUTH,2600 SAN PABLO AVE,SPL2649,,Active,MK5,37.857801000,-122.288373000,E007000020887576,Yes,0342228,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,01/26/2024,,,2600 SAN PABLO AVE,,,,,Verizon4G,03/07/2022
San Pablo,SP EX SOUTH,2700 SAN PABLO AVE,SPL2701,,Active,MK5,37.857509000,-122.288255000,E007000020887521,Yes,0353853,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,04/20/2021,,,2700 SAN PABLO AVE,,,,,Verizon4G,07/06/2021
San Pablo,SP EX SOUTH,2700 SAN PABLO AVE,SPL2703,,Active,MK5,37.857408000,-122.288220000,E007000020887520,Yes,0341404,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,02/03/2022,,,2700 SAN PABLO AVE,,,,,Verizon4G,03/18/2020
San Pablo,SP EX SOUTH,2700 SAN PABLO AVE,SPL2709,,Active,MK5,37.857250000,-122.288173000,E0070000208876A2,Yes,0337492,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,01/22/2020,,,2700 SAN PABLO AVE,,,,,Verizon4G,04/01/2020
San Pablo,SP EX SOUTH,2700 SAN PABLO AVE,SPL2711,,Active,MK5,37.857193000,-122.288154000,E00700002088751C,Yes,0276631,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,07/01/2021,,,2700 SAN PABLO AVE,,,,,Verizon4G,09/21/2021
San Pablo,SP EX SOUTH,2700 SAN PABLO AVE,SPL2713,,Active,MK5,37.857131000,-122.288138000,E00700002088751A,Yes,0433135,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,07/21/2023,,,2700 SAN PABLO AVE,,,,,Verizon4G,04/09/2023
San Pablo,SP EX SOUTH,2700 SAN PABLO AVE,SPL2715,,Active,MK5,37.857074000,-122.288123000,E007000020887514,Yes,0390745,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,02/02/2022,,,2700 SAN PABLO AVE,,,,,Verizon4G,02/03/2022
San Pablo,SP EX SOUTH,2700 SAN PABLO AVE,SPL2717,,Active,MK5,37.857011000,-122.288103000,E00700002088751D,Yes,0335195,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,09/14/2020,,,2700 SAN PABLO AVE,,,,,Verizon4G,04/10/2017
San Pablo,SP EX SOUTH,2700 SAN PABLO AVE,SPL2721,,Active,MK5,37.856716000,-122.288036000,E00700002088751B,Yes,0343882,Assigned to pole,52.79.5,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,02/11/2022,,,2700 SAN PABLO AVE,,,,,Verizon4G,04/24/2022
San Pablo,SP EX SOUTH,2700 SAN PABLO AVE,SPL2723,,Active,MK5,37.856644000,-122.287993000,E007000020887519,Yes,0467715,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,07/01/2021,,,2700 SAN PABLO AVE,,,,,Verizon4G,07/26/2022
San Pablo,SP EX SOUTH,2700 SAN PABLO AVE,SPL2727,,Active,MK5,37.856547000,-122.287965000,E007000020887518,Yes,0353151,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,07/01/2021,,,2700 SAN PABLO AVE,,,,,Verizon4G,09/21/2021
San Pablo,SP EX SOUTH,2700 SAN PABLO AVE,SPL2730,,Active,MK5,37.857024000,-122.288414000,E0070000163C8F41,Yes,0337527,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,09/29/2020,,,2700 SAN PABLO AVE,,,,,Verizon4G,08/22/2018
San Pablo,SP EX SOUTH,2700 SAN PABLO AVE,SPL2738,Single Space,Active,MK5,10.000000000,10.000000000,E0070000208875C3,Yes,0389730,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,04/29/2022,04/29/2022,,,,,,,,Verizon4G,11/22/2021
San Pablo,SP EX SOUTH,2700 SAN PABLO AVE,SPL2740,Single Space,Active,MK5,37.870154000,-122.271231000,E0070000208875C5,Yes,0342683,Assigned to pole,52.73.0,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,04/29/2022,04/29/2022,,,,,,,,Verizon4G,10/10/2017
San Pablo,SP EX SOUTH,2800 SAN PABLO AVE,SPL2802,,Active,MK5,37.856054000,-122.288079000,E007000020887535,Yes,0349802,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,06/29/2021,,,2800 SAN PABLO AVE,,,,,Verizon4G,09/21/2021
San Pablo,SP EX SOUTH,2800 SAN PABLO AVE,SPL2804,,Active,MK5,37.855993000,-122.288064000,E00700002088752C,Yes,0342992,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,06/29/2021,,,2800 SAN PABLO AVE,,,,,Verizon4G,09/21/2021
San Pablo,SP EX SOUTH,2800 SAN PABLO AVE,SPL2806,,Active,MK5,37.855947000,-122.288051000,E00700002088753C,Yes,0353319,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,04/20/2021,,,2800 SAN PABLO AVE,,,,,Verizon4G,07/06/2021
San Pablo,SP EX SOUTH,2800 SAN PABLO AVE,SPL2808,,Active,MK5,37.855892000,-122.288034000,E007000020887532,Yes,0370867,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,06/29/2021,,,2800 SAN PABLO AVE,,,,,Verizon4G,09/21/2021
San Pablo,SP EX SOUTH,2800 SAN PABLO AVE,SPL2812,,Active,MK5,37.855765000,-122.287993000,E007000020887529,Yes,0357563,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,06/29/2021,,,2800 SAN PABLO AVE,,,,,Verizon4G,09/21/2021
San Pablo,SP EX SOUTH,2800 SAN PABLO AVE,SPL2834,,Active,MK5,37.854707000,-122.287668000,E007000020887526,Yes,0275495,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,09/22/2021,,,2800 SAN PABLO AVE,,,,,Verizon4G,09/21/2021
San Pablo,SP EX SOUTH,2800 SAN PABLO AVE,SPL2843,,Active,MK5,37.855181000,-122.287502000,E007000020887524,Yes,0276241,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,07/01/2021,,,2800 SAN PABLO AVE,,,,,Verizon4G,09/21/2021
San Pablo,SP EX SOUTH,2800 SAN PABLO AVE,SPL2847,,Active,MK5,37.855075000,-122.287488000,E007000020887525,Yes,0341635,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,01/22/2020,,,2800 SAN PABLO AVE,,,,,Verizon4G,04/01/2020
San Pablo,SP EX SOUTH,2900 SAN PABLO AVE,SPL2901,,Active,MK5,37.853511000,-122.286971000,E007000020887522,Yes,0345310,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,12/13/2023,,,2900 SAN PABLO AVE,,,,,Verizon4G,06/02/2022
San Pablo,SP EX SOUTH,2900 SAN PABLO AVE,SPL2903,,Active,MK5,37.853450000,-122.286954000,E00700002088751F,Yes,0498231,Assigned to pole,52.79.8,52.79.8,,,50753,M5 GB San Pablo South / 8 Hr / COVID-19 / $0.50/hr,,,12/14/2014,07/01/2021,,,2900 SAN PABLO AVE,,,,,Verizon4G,09/21/2021
San Pablo MS1,SP EX NORTH MS1,1200 NINTH ST,9TH1203,Pay and Display,Active,MS1,37.880613000,-122.298183000,E00700001BE59634,Yes,10002696,Assigned to pole,42.79.9,42.79.9,10.07.9,10.07.9,13112,MSPM C) 2 Hr / COVID-19 $0.50/hr,,,03/18/2016,03/18/2016,,,1200 NINTH ST,,,,,Verizon4G,05/18/2018
San Pablo MS1,SP EX NORTH MS1,1500 San Pablo,SPL1502,Single Space,Active,MS1,37.876208000,-122.294584000,E0070000163C8F7B,Yes,10002337,Assigned to pole,42.79.9,42.79.9,10.07.9,10.07.0,13112,MSPM C) 2 Hr / COVID-19 $0.50/hr,,,12/07/2014,07/21/2020,,,1500 SAN PABLO AVE,,,,,Verizon4G,11/17/2018
San Pablo MS1,SP EX NORTH MS1,1500 San Pablo,SPL1504,Pay and Display,Active,MS1,37.876146000,-122.294570000,E0070000163C8F54,Yes,10002273,Assigned to pole,42.79.9,42.79.9,10.07.9,10.07.0,13112,MSPM C) 2 Hr / COVID-19 $0.50/hr,,,12/07/2014,07/21/2020,,,1500 SAN PABLO AVE,,,,,Verizon4G,02/08/2018
Solano,SOLANO,900 COLUSA,CL903,,Active,MK5,37.891150000,-122.279135000,E00700001AF29954,Yes,0395336,Assigned to pole,52.79.8,52.79.8,,,47995,M5 Outer Solano / (GB 2 Hr) / COVID-19 $2.00/hr,,,08/22/2012,04/05/2021,,,900 COLUSA,,,,,Verizon4G,05/11/2022
Solano,SOLANO,900 COLUSA,CL904,,Active,MK5,37.891109000,-122.279317000,E00700001AF29988,Yes,0439069,Assigned to pole,52.79.8,52.79.8,,,47995,M5 Outer Solano / (GB 2 Hr) / COVID-19 $2.00/hr,,,08/22/2012,12/17/2020,,,900 COLUSA,,,,,Verizon4G,01/19/2021
Solano,SOLANO,900 COLUSA,CL905,,Active,MK5,37.891096000,-122.279122000,E00700001AF29967,Yes,0275907,Assigned to pole,52.79.8,52.79.8,,,47995,M5 Outer Solano / (GB 2 Hr) / COVID-19 $2.00/hr,,,08/22/2012,04/05/2021,,,900 COLUSA,,,,,Verizon4G,06/17/2021
Solano,SOLANO,900 COLUSA,CL906,,Active,MK5,37.891062000,-122.279310000,E00700001AF29994,Yes,0275913,Assigned to pole,52.79.8,52.79.8,,,47995,M5 Outer Solano / (GB 2 Hr) / COVID-19 $2.00/hr,,,08/22/2012,04/05/2021,,,900 COLUSA,,,,,Verizon4G,06/17/2021
Solano,SOLANO,900 COLUSA,CL910,,Active,MK5,37.890837000,-122.279250000,E00700001AF29995,Yes,0438839,Assigned to pole,52.79.8,52.79.8,,,47995,M5 Outer Solano / (GB 2 Hr) / COVID-19 $2.00/hr,,,08/22/2012,12/17/2020,,,900 COLUSA,,,,,Verizon4G,01/19/2021
Solano,SOLANO,900 COLUSA,CL912,,Active,MK5,37.890779000,-122.279241000,E00700001AF2999B,Yes,0391784,Assigned to pole,52.79.8,52.79.8,,,47995,M5 Outer Solano / (GB 2 Hr) / COVID-19 $2.00/hr,,,08/22/2012,12/30/2022,,,900 COLUSA,,,,,Verizon4G,05/12/2022
Solano,SOLANO,900 COLUSA,CL916,,Active,MK5,37.890703000,-122.279227000,E00700001AF29998,Yes,0272410,Assigned to pole,52.79.8,52.79.8,,,47995,M5 Outer Solano / (GB 2 Hr) / COVID-19 $2.00/hr,,,08/22/2012,04/05/2021,,,900 COLUSA,,,,,Verizon4G,06/17/2021
Solano,SOLANO,900 COLUSA,CL917,,Active,MK5,37.890847000,-122.279075000,E00700001AF29C42,Yes,0439118,Assigned to pole,52.79.8,52.79.8,,,47995,M5 Outer Solano / (GB 2 Hr) / COVID-19 $2.00/hr,,,08/22/2012,11/30/2020,,,900 COLUSA,,,,,Verizon4G,02/09/2022
Solano,SOLANO,900 COLUSA,CL919,,Active,MK5,37.890779000,-122.279064000,E00700001AF2991C,Yes,0274740,Assigned to pole,52.79.8,52.79.8,,,47995,M5 Outer Solano / (GB 2 Hr) / COVID-19 $2.00/hr,,,08/22/2012,04/05/2021,,,900 COLUSA,,,,,Verizon4G,06/17/2021
Solano,SOLANO,900 COLUSA,CL927,,Active,MK5,37.890513000,-122.278993000,E00700001AF298FD,Yes,0274478,Assigned to pole,52.79.8,52.79.8,,,47995,M5 Outer Solano / (GB 2 Hr) / COVID-19 $2.00/hr,,,08/22/2012,05/21/2024,,,900 COLUSA,,,,,Verizon4G,06/17/2021
Solano,SOLANO,900 COLUSA,CL929,,Active,MK5,37.890446000,-122.278981000,E00700001AF29434,Yes,0275841,Assigned to pole,52.79.8,52.79.8,,,47995,M5 Outer Solano / (GB 2 Hr) / COVID-19 $2.00/hr,,,08/22/2012,04/05/2021,,,900 COLUSA,,,,,Verizon4G,06/17/2021
Solano,SOLANO,800 ENSENADA,EN897,,Active,MK5,37.891489000,-122.281368000,E00700001AF29321,Yes,0347322,Assigned to pole,52.79.8,52.79.8,,,47914,M5 Solano / (GB 2 Hr) / COVID-19 $2.00/hr,,,08/22/2012,03/23/2021,,,,,,,,Verizon4G,06/08/2021
Solano,SOLANO,900 ENSENDA,EN901,Single Space,Active,MK5,37.891042000,-122.281238000,E00700001AF2995B,Yes,0339946,Assigned to pole,52.79.8,52.79.8,,,47915,M5 Solano / (GB 30 min)s / COVID-19 $2.00/hr,,,08/22/2012,03/23/2021,,,900 ENSENDA,,,,,Verizon4G,06/08/2021
Solano,SOLANO,900 ENSENDA,EN903,Single Space,Active,MK5,37.890997000,-122.281229000,E00700001AF2948A,Yes,0498868,Assigned to pole,52.79.8,52.79.8,,,47915,M5 Solano / (GB 30 min)s / COVID-19 $2.00/hr,,,08/22/2012,04/06/2021,,,900 ENSENDA,,,,,Verizon4G,06/17/2021
Solano,SOLANO,900 ENSENDA,EN905,Single Space,Active,MK5,37.890949000,-122.281212000,E00700001AF29485,Yes,0342029,Assigned to pole,52.79.5,52.79.8,,,47915,M5 Solano / (GB 30 min)s / COVID-19 $2.00/hr,,,08/22/2012,04/06/2021,,,900 ENSENDA,,,,,Verizon4G,06/17/2021
Solano,SOLANO,900 FRESNO,FR901,,Active,MK5,37.891221000,-122.278074000,E00700001AF29440,Yes,0356186,Assigned to pole,52.79.8,52.79.8,,,47995,M5 Outer Solano / (GB 2 Hr) / COVID-19 $2.00/hr,,,08/22/2012,05/06/2021,,,900 FRESNO,,,,,Verizon4G,08/01/2021
Solano,SOLANO,900 FRESNO,FR903,,Active,MK5,37.891172000,-122.278070000,E00700001AF2948C,Yes,0341570,Assigned to pole,52.79.8,52.79.8,,,47995,M5 Outer Solano / (GB 2 Hr) / COVID-19 $2.00/hr,,,08/22/2012,05/06/2021,,,900 FRESNO,,,,,Verizon4G,08/01/2021
Solano,SOLANO,900 FRESNO,FR905,,Active,MK5,37.891107000,-122.278056000,E00700001AF29486,Yes,0337065,Assigned to pole,52.79.8,52.79.8,,,47995,M5 Outer Solano / (GB 2 Hr) / COVID-19 $2.00/hr,,,08/22/2012,05/06/2021,,,900 FRESNO,,,,,Verizon4G,08/01/2021
